ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp,price
488,BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,0,02-11-2016,08:56:00,2016-02-11 08:56:00,28.946273830155977
489,BHMBCCMKT01,577,26.14453614,91.73617216,81,car,average,2,0,02-11-2016,09:30:00,2016-02-11 09:30:00,29.143847487001732
490,BHMBCCMKT01,577,26.14453614,91.73617216,97,car,average,2,0,02-11-2016,09:56:00,2016-02-11 09:56:00,29.424610051993067
491,BHMBCCMKT01,577,26.14453614,91.73617216,125,car,low,3,0,02-11-2016,10:29:00,2016-02-11 10:29:00,29.760831889081455
492,BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,02-11-2016,10:56:00,2016-02-11 10:56:00,30.194107452339686
493,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,4,0,02-11-2016,11:30:00,2016-02-11 11:30:00,30.69324090121317
494,BHMBCCMKT01,577,26.14453614,91.73617216,169,bike,average,5,0,02-11-2016,11:56:00,2016-02-11 11:56:00,31.272097053726167
495,BHMBCCMKT01,577,26.14453614,91.73617216,184,car,high,7,0,02-11-2016,12:30:00,2016-02-11 12:30:00,31.8578856152513
496,BHMBCCMKT01,577,26.14453614,91.73617216,192,car,average,4,0,02-11-2016,13:03:00,2016-02-11 13:03:00,32.49566724436742
497,BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,4,0,02-11-2016,13:30:00,2016-02-11 13:30:00,33.161178509532064
498,BHMBCCMKT01,577,26.14453614,91.73617216,188,bike,average,3,0,02-11-2016,14:03:00,2016-02-11 14:03:00,33.81282495667244
499,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,average,3,0,02-11-2016,14:30:00,2016-02-11 14:30:00,34.46447140381282
500,BHMBCCMKT01,577,26.14453614,91.73617216,153,car,average,4,0,02-11-2016,14:56:00,2016-02-11 14:56:00,35.05719237435009
501,BHMBCCMKT01,577,26.14453614,91.73617216,130,bike,low,3,0,02-11-2016,15:29:00,2016-02-11 15:29:00,35.58752166377816
502,BHMBCCMKT01,577,26.14453614,91.73617216,125,car,average,2,0,02-11-2016,16:03:00,2016-02-11 16:03:00,36.038128249566725
503,BHMBCCMKT01,577,26.14453614,91.73617216,115,car,average,2,0,02-11-2016,16:30:00,2016-02-11 16:30:00,36.47140381282496
1026,BHMBCCMKT01,577,26.14453614,91.73617216,18,bike,low,1,0,02-12-2016,07:55:00,2016-02-12 07:55:00,36.87001733102253
1027,BHMBCCMKT01,577,26.14453614,91.73617216,24,car,low,1,0,02-12-2016,08:28:00,2016-02-12 08:28:00,36.932409012131714
1028,BHMBCCMKT01,577,26.14453614,91.73617216,40,cycle,low,2,0,02-12-2016,09:01:00,2016-02-12 09:01:00,37.015597920277294
1029,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,02-12-2016,09:28:00,2016-02-12 09:28:00,37.15424610051993
1030,BHMBCCMKT01,577,26.14453614,91.73617216,91,car,low,2,0,02-12-2016,10:02:00,2016-02-12 10:02:00,37.35528596187174
1031,BHMBCCMKT01,577,26.14453614,91.73617216,122,car,low,2,0,02-12-2016,10:28:00,2016-02-12 10:28:00,37.670710571923735
1032,BHMBCCMKT01,577,26.14453614,91.73617216,155,car,average,4,0,02-12-2016,11:01:00,2016-02-12 11:01:00,38.09358752166377
1033,BHMBCCMKT01,577,26.14453614,91.73617216,181,cycle,average,5,0,02-12-2016,11:28:00,2016-02-12 11:28:00,38.63084922010398
1034,BHMBCCMKT01,577,26.14453614,91.73617216,197,cycle,high,7,0,02-12-2016,12:01:00,2016-02-12 12:01:00,39.258232235701904
1035,BHMBCCMKT01,577,26.14453614,91.73617216,196,bike,high,7,0,02-12-2016,12:28:00,2016-02-12 12:28:00,39.94107452339688
1036,BHMBCCMKT01,577,26.14453614,91.73617216,200,bike,high,7,0,02-12-2016,12:58:00,2016-02-12 12:58:00,40.620450606585784
1037,BHMBCCMKT01,577,26.14453614,91.73617216,203,car,high,6,0,02-12-2016,13:25:00,2016-02-12 13:25:00,41.31369150779896
1038,BHMBCCMKT01,577,26.14453614,91.73617216,196,car,average,5,0,02-12-2016,13:58:00,2016-02-12 13:58:00,42.01733102253033
1039,BHMBCCMKT01,577,26.14453614,91.73617216,186,bike,average,4,0,02-12-2016,14:25:00,2016-02-12 14:25:00,42.696707105719234
1040,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,average,4,0,02-12-2016,14:58:00,2016-02-12 14:58:00,43.341421143847484
1041,BHMBCCMKT01,577,26.14453614,91.73617216,149,bike,low,2,0,02-12-2016,15:31:00,2016-02-12 15:31:00,43.94800693240901
1042,BHMBCCMKT01,577,26.14453614,91.73617216,131,car,average,3,0,02-12-2016,15:58:00,2016-02-12 15:58:00,44.46447140381282
1043,BHMBCCMKT01,577,26.14453614,91.73617216,105,bike,low,1,0,02-12-2016,16:32:00,2016-02-12 16:32:00,44.91854419410745
504,BHMBCCMKT01,577,26.14453614,91.73617216,51,car,low,1,0,03-11-2016,08:00:00,2016-03-11 08:00:00,45.28249566724436
505,BHMBCCMKT01,577,26.14453614,91.73617216,56,car,low,1,0,03-11-2016,08:26:00,2016-03-11 08:26:00,45.45927209705372
506,BHMBCCMKT01,577,26.14453614,91.73617216,60,cycle,low,1,0,03-11-2016,09:00:00,2016-03-11 09:00:00,45.65337954939341
507,BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,1,0,03-11-2016,09:26:00,2016-03-11 09:26:00,45.86135181975736
508,BHMBCCMKT01,577,26.14453614,91.73617216,119,car,low,3,0,03-11-2016,10:00:00,2016-03-11 10:00:00,46.138648180242626
509,BHMBCCMKT01,577,26.14453614,91.73617216,138,car,low,2,0,03-11-2016,10:26:00,2016-03-11 10:26:00,46.551126516464464
510,BHMBCCMKT01,577,26.14453614,91.73617216,185,car,average,5,0,03-11-2016,11:00:00,2016-03-11 11:00:00,47.029462738301554
511,BHMBCCMKT01,577,26.14453614,91.73617216,195,car,high,6,0,03-11-2016,11:26:00,2016-03-11 11:26:00,47.670710571923735
512,BHMBCCMKT01,577,26.14453614,91.73617216,195,car,high,7,0,03-11-2016,12:00:00,2016-03-11 12:00:00,48.34662045060658
513,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,high,7,0,03-11-2016,12:26:00,2016-03-11 12:26:00,49.022530329289424
514,BHMBCCMKT01,577,26.14453614,91.73617216,196,truck,high,7,0,03-11-2016,12:59:00,2016-03-11 12:59:00,49.684575389948
515,BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,high,7,0,03-11-2016,13:26:00,2016-03-11 13:26:00,50.36395147313691
516,BHMBCCMKT01,577,26.14453614,91.73617216,187,car,average,5,0,03-11-2016,13:59:00,2016-03-11 13:59:00,51.025996533795485
517,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,high,5,0,03-11-2016,14:26:00,2016-03-11 14:26:00,51.6741767764298
518,BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,03-11-2016,15:00:00,2016-03-11 15:00:00,52.28769497400346
519,BHMBCCMKT01,577,26.14453614,91.73617216,142,car,low,2,0,03-11-2016,15:26:00,2016-03-11 15:26:00,52.8214904679376
520,BHMBCCMKT01,577,26.14453614,91.73617216,120,car,low,1,0,03-11-2016,16:03:00,2016-03-11 16:03:00,53.31369150779895
521,BHMBCCMKT01,577,26.14453614,91.73617216,108,car,average,2,0,03-11-2016,16:30:00,2016-03-11 16:30:00,53.72963604852685
0,BHMBCCMKT01,577,26.14453614,91.73617216,61,car,low,1,0,04-10-2016,07:59:00,2016-04-10 07:59:00,54.10398613518196
1,BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,04-10-2016,08:25:00,2016-04-10 08:25:00,54.31542461005198
2,BHMBCCMKT01,577,26.14453614,91.73617216,80,car,low,2,0,04-10-2016,08:59:00,2016-04-10 08:59:00,54.53726169844019
3,BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,04-10-2016,09:32:00,2016-04-10 09:32:00,54.814558058925456
4,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,04-10-2016,09:59:00,2016-04-10 09:59:00,55.1854419410745
5,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,04-10-2016,10:26:00,2016-04-10 10:26:00,55.70537261698438
6,BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,04-10-2016,10:59:00,2016-04-10 10:59:00,56.31889081455803
7,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,04-10-2016,11:25:00,2016-04-10 11:25:00,57.077989601386456
8,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,04-10-2016,11:59:00,2016-04-10 11:59:00,57.93414211438472
9,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,04-10-2016,12:29:00,2016-04-10 12:29:00,58.83188908145578
10,BHMBCCMKT01,577,26.14453614,91.73617216,269,car,high,7,0,04-10-2016,13:02:00,2016-04-10 13:02:00,59.75389948006929
11,BHMBCCMKT01,577,26.14453614,91.73617216,263,car,high,7,0,04-10-2016,13:29:00,2016-04-10 13:29:00,60.68630849220101
12,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0,04-10-2016,14:02:00,2016-04-10 14:02:00,61.597920277296325
13,BHMBCCMKT01,577,26.14453614,91.73617216,215,truck,average,3,0,04-10-2016,14:29:00,2016-04-10 14:29:00,62.42287694974
14,BHMBCCMKT01,577,26.14453614,91.73617216,192,bike,average,3,0,04-10-2016,14:57:00,2016-04-10 14:57:00,63.16811091854416
15,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,2,0,04-10-2016,15:30:00,2016-04-10 15:30:00,63.833622183708805
16,BHMBCCMKT01,577,26.14453614,91.73617216,162,bike,low,1,0,04-10-2016,16:04:00,2016-04-10 16:04:00,64.40554592720967
17,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0,04-10-2016,16:31:00,2016-04-10 16:31:00,64.96707105719234
522,BHMBCCMKT01,577,26.14453614,91.73617216,48,bike,low,1,0,04-11-2016,08:00:00,2016-04-11 08:00:00,65.46273830155975
523,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,low,1,0,04-11-2016,08:26:00,2016-04-11 08:26:00,65.62911611785091
524,BHMBCCMKT01,577,26.14453614,91.73617216,71,bike,low,1,0,04-11-2016,08:59:00,2016-04-11 08:59:00,65.8232235701906
525,BHMBCCMKT01,577,26.14453614,91.73617216,97,car,low,1,0,04-11-2016,09:33:00,2016-04-11 09:33:00,66.06932409012128
526,BHMBCCMKT01,577,26.14453614,91.73617216,115,truck,low,2,0,04-11-2016,10:00:00,2016-04-11 10:00:00,66.40554592720967
527,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,average,3,0,04-11-2016,10:26:00,2016-04-11 10:26:00,66.80415944540725
528,BHMBCCMKT01,577,26.14453614,91.73617216,154,bike,high,6,0,04-11-2016,11:00:00,2016-04-11 11:00:00,67.27209705372614
529,BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,04-11-2016,11:33:00,2016-04-11 11:33:00,67.80589254766028
530,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,04-11-2016,12:00:00,2016-04-11 12:00:00,68.42634315424607
531,BHMBCCMKT01,577,26.14453614,91.73617216,182,car,high,6,0,04-11-2016,12:33:00,2016-04-11 12:33:00,69.06065857885612
532,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,04-11-2016,13:00:00,2016-04-11 13:00:00,69.6915077989601
533,BHMBCCMKT01,577,26.14453614,91.73617216,173,car,high,6,0,04-11-2016,13:26:00,2016-04-11 13:26:00,70.28422876949736
534,BHMBCCMKT01,577,26.14453614,91.73617216,179,car,average,4,0,04-11-2016,13:59:00,2016-04-11 13:59:00,70.88388214904676
535,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,04-11-2016,14:26:00,2016-04-11 14:26:00,71.50433275563255
536,BHMBCCMKT01,577,26.14453614,91.73617216,156,car,average,2,0,04-11-2016,15:00:00,2016-04-11 15:00:00,72.08318890814554
537,BHMBCCMKT01,577,26.14453614,91.73617216,145,bike,low,2,0,04-11-2016,15:26:00,2016-04-11 15:26:00,72.62391681109182
538,BHMBCCMKT01,577,26.14453614,91.73617216,136,car,low,2,0,04-11-2016,16:00:00,2016-04-11 16:00:00,73.12651646447136
539,BHMBCCMKT01,577,26.14453614,91.73617216,119,bike,low,1,0,04-11-2016,16:26:00,2016-04-11 16:26:00,73.59792027729632
18,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,05-10-2016,07:57:00,2016-05-10 07:57:00,74.01039861351816
19,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,05-10-2016,08:30:00,2016-05-10 08:30:00,74.19757365684572
20,BHMBCCMKT01,577,26.14453614,91.73617216,71,car,low,2,0,05-10-2016,09:04:00,2016-05-10 09:04:00,74.4020797227036
21,BHMBCCMKT01,577,26.14453614,91.73617216,83,car,average,2,0,05-10-2016,09:30:00,2016-05-10 09:30:00,74.64818024263428
22,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,low,3,0,05-10-2016,10:04:00,2016-05-10 10:04:00,74.93587521663775
23,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,high,4,0,05-10-2016,10:30:00,2016-05-10 10:30:00,75.33102253032926
24,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,average,4,0,05-10-2016,11:04:00,2016-05-10 11:04:00,75.77469670710569
25,BHMBCCMKT01,577,26.14453614,91.73617216,162,car,average,4,0,05-10-2016,11:30:00,2016-05-10 11:30:00,76.28769497400344
26,BHMBCCMKT01,577,26.14453614,91.73617216,178,car,high,6,0,05-10-2016,12:04:00,2016-05-10 12:04:00,76.84922010398611
27,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,05-10-2016,12:30:00,2016-05-10 12:30:00,77.46620450606584
28,BHMBCCMKT01,577,26.14453614,91.73617216,175,car,high,7,0,05-10-2016,12:57:00,2016-05-10 12:57:00,78.10051993067589
29,BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,05-10-2016,13:30:00,2016-05-10 13:30:00,78.70710571923742
30,BHMBCCMKT01,577,26.14453614,91.73617216,174,car,average,4,0,05-10-2016,13:57:00,2016-05-10 13:57:00,79.32755632582321
31,BHMBCCMKT01,577,26.14453614,91.73617216,158,car,high,5,0,05-10-2016,14:30:00,2016-05-10 14:30:00,79.93067590987867
32,BHMBCCMKT01,577,26.14453614,91.73617216,145,car,average,3,0,05-10-2016,14:57:00,2016-05-10 14:57:00,80.47833622183708
33,BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,05-10-2016,15:30:00,2016-05-10 15:30:00,80.98093587521663
34,BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,05-10-2016,16:04:00,2016-05-10 16:04:00,81.42807625649912
35,BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,1,0,05-10-2016,16:30:00,2016-05-10 16:30:00,81.8474870017331
540,BHMBCCMKT01,577,26.14453614,91.73617216,43,car,average,2,0,05-11-2016,08:00:00,2016-05-11 08:00:00,82.24263431542461
541,BHMBCCMKT01,577,26.14453614,91.73617216,48,bike,low,1,0,05-11-2016,08:26:00,2016-05-11 08:26:00,82.39168110918544
542,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,low,1,0,05-11-2016,08:59:00,2016-05-11 08:59:00,82.5580589254766
543,BHMBCCMKT01,577,26.14453614,91.73617216,90,car,low,2,0,05-11-2016,09:26:00,2016-05-11 09:26:00,82.76256499133449
544,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,1,0,05-11-2016,09:59:00,2016-05-11 09:59:00,83.07452339688041
545,BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,3,0,05-11-2016,10:33:00,2016-05-11 10:33:00,83.5424610051993
546,BHMBCCMKT01,577,26.14453614,91.73617216,224,bike,average,4,0,05-11-2016,10:59:00,2016-05-11 10:59:00,84.16984402079721
547,BHMBCCMKT01,577,26.14453614,91.73617216,243,car,average,5,0,05-11-2016,11:26:00,2016-05-11 11:26:00,84.94627383015596
548,BHMBCCMKT01,577,26.14453614,91.73617216,278,car,high,8,0,05-11-2016,12:06:00,2016-05-11 12:06:00,85.78856152512996
549,BHMBCCMKT01,577,26.14453614,91.73617216,288,car,high,7,0,05-11-2016,12:26:00,2016-05-11 12:26:00,86.75216637781627
550,BHMBCCMKT01,577,26.14453614,91.73617216,331,bike,high,7,0,05-11-2016,13:00:00,2016-05-11 13:00:00,87.75043327556324
551,BHMBCCMKT01,577,26.14453614,91.73617216,351,car,high,7,0,05-11-2016,13:33:00,2016-05-11 13:33:00,88.89774696707104
552,BHMBCCMKT01,577,26.14453614,91.73617216,361,bike,average,5,0,05-11-2016,13:59:00,2016-05-11 13:59:00,90.11438474870016
553,BHMBCCMKT01,577,26.14453614,91.73617216,346,cycle,average,4,0,05-11-2016,14:26:00,2016-05-11 14:26:00,91.36568457538993
554,BHMBCCMKT01,577,26.14453614,91.73617216,369,car,average,3,0,05-11-2016,15:00:00,2016-05-11 15:00:00,92.56499133448872
555,BHMBCCMKT01,577,26.14453614,91.73617216,390,car,low,2,0,05-11-2016,15:26:00,2016-05-11 15:26:00,93.84402079722703
556,BHMBCCMKT01,577,26.14453614,91.73617216,368,car,average,2,0,05-11-2016,16:00:00,2016-05-11 16:00:00,95.19584055459272
557,BHMBCCMKT01,577,26.14453614,91.73617216,340,cycle,low,2,0,05-11-2016,16:26:00,2016-05-11 16:26:00,96.47140381282496
1044,BHMBCCMKT01,577,26.14453614,91.73617216,11,bike,low,1,1,05-12-2016,08:02:00,2016-05-12 08:02:00,97.64991334488735
1045,BHMBCCMKT01,577,26.14453614,91.73617216,14,car,low,1,1,05-12-2016,08:29:00,2016-05-12 08:29:00,97.68804159445408
1046,BHMBCCMKT01,577,26.14453614,91.73617216,26,car,average,2,1,05-12-2016,09:02:00,2016-05-12 09:02:00,97.736568457539
1047,BHMBCCMKT01,577,26.14453614,91.73617216,39,car,low,2,1,05-12-2016,09:29:00,2016-05-12 09:29:00,97.8266897746967
1048,BHMBCCMKT01,577,26.14453614,91.73617216,63,bike,low,4,1,05-12-2016,10:03:00,2016-05-12 10:03:00,97.96187175043327
1049,BHMBCCMKT01,577,26.14453614,91.73617216,87,car,low,4,1,05-12-2016,10:29:00,2016-05-12 10:29:00,98.18024263431542
1050,BHMBCCMKT01,577,26.14453614,91.73617216,113,truck,average,5,1,05-12-2016,11:02:00,2016-05-12 11:02:00,98.48180242634315
1051,BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,05-12-2016,11:29:00,2016-05-12 11:29:00,98.87348353552859
1052,BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,high,9,1,05-12-2016,11:56:00,2016-05-12 11:56:00,99.3102253032929
1053,BHMBCCMKT01,577,26.14453614,91.73617216,161,bike,high,10,1,05-12-2016,12:29:00,2016-05-12 12:29:00,99.82322357019065
1054,BHMBCCMKT01,577,26.14453614,91.73617216,172,car,average,6,1,05-12-2016,13:02:00,2016-05-12 13:02:00,100.38128249566725
1055,BHMBCCMKT01,577,26.14453614,91.73617216,177,cycle,high,9,1,05-12-2016,13:29:00,2016-05-12 13:29:00,100.97746967071058
1056,BHMBCCMKT01,577,26.14453614,91.73617216,170,car,average,5,1,05-12-2016,14:02:00,2016-05-12 14:02:00,101.59098786828423
1057,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,average,5,1,05-12-2016,14:29:00,2016-05-12 14:29:00,102.18024263431542
1058,BHMBCCMKT01,577,26.14453614,91.73617216,149,truck,average,4,1,05-12-2016,15:02:00,2016-05-12 15:02:00,102.75216637781628
1059,BHMBCCMKT01,577,26.14453614,91.73617216,142,car,low,3,1,05-12-2016,15:29:00,2016-05-12 15:29:00,103.26863084922009
1060,BHMBCCMKT01,577,26.14453614,91.73617216,106,car,average,3,1,05-12-2016,16:02:00,2016-05-12 16:02:00,103.76083188908144
1061,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,1,1,05-12-2016,16:29:00,2016-05-12 16:29:00,104.12824956672442
36,BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,06-10-2016,07:57:00,2016-06-10 07:57:00,104.45753899480067
37,BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,06-10-2016,08:30:00,2016-06-10 08:30:00,104.65857885615249
38,BHMBCCMKT01,577,26.14453614,91.73617216,70,car,low,1,0,06-10-2016,08:57:00,2016-06-10 08:57:00,104.87694974003463
39,BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,2,0,06-10-2016,09:30:00,2016-06-10 09:30:00,105.11958405545924
40,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,3,0,06-10-2016,10:03:00,2016-06-10 10:03:00,105.4488734835355
41,BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,3,0,06-10-2016,10:30:00,2016-06-10 10:30:00,105.91681109185438
42,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,3,0,06-10-2016,10:57:00,2016-06-10 10:57:00,106.47140381282492
43,BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,average,4,0,06-10-2016,11:30:00,2016-06-10 11:30:00,107.08492201039857
44,BHMBCCMKT01,577,26.14453614,91.73617216,199,car,high,7,0,06-10-2016,12:04:00,2016-06-10 12:04:00,107.74696707105716
45,BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,06-10-2016,12:30:00,2016-06-10 12:30:00,108.43674176776426
46,BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,5,0,06-10-2016,12:57:00,2016-06-10 12:57:00,109.15077989601383
47,BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,06-10-2016,13:30:00,2016-06-10 13:30:00,109.83708838821487
