ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,timestamp,price,occ_ratio,vehicle_weight,traffic,demand_raw,demand_norm
12,BHMBCCMKT01,577,26.14453614,91.73617216,238,car,high,5,0,04-10-2016,14:02:00,2016-04-10 14:02:00,11.867696754169788,0.4124783362218371,1.0,3,6.324956672443674,0.3735393508339576
13,BHMBCCMKT01,577,26.14453614,91.73617216,215,truck,average,3,0,04-10-2016,14:29:00,2016-04-10 14:29:00,11.432966010700492,0.37261698440207974,1.5,2,4.745233968804159,0.2865932021400985
14,BHMBCCMKT01,577,26.14453614,91.73617216,192,bike,average,3,0,04-10-2016,14:57:00,2016-04-10 14:57:00,11.13583243617348,0.3327556325823224,0.5,2,3.6655112651646444,0.22716648723469612
15,BHMBCCMKT01,577,26.14453614,91.73617216,165,car,low,2,0,04-10-2016,15:30:00,2016-04-10 15:30:00,11.11007768011496,0.28596187175043325,1.0,1,3.5719237435008666,0.2220155360229919
16,BHMBCCMKT01,577,26.14453614,91.73617216,162,bike,low,1,0,04-10-2016,16:04:00,2016-04-10 16:04:00,10.556827364783764,0.2807625649913345,0.5,1,1.5615251299826691,0.11136547295675318
17,BHMBCCMKT01,577,26.14453614,91.73617216,143,car,average,2,0,04-10-2016,16:31:00,2016-04-10 16:31:00,10.813897985441967,0.24783362218370883,1.0,2,2.4956672443674175,0.1627795970883934
522,BHMBCCMKT01,577,26.14453614,91.73617216,48,bike,low,1,0,04-11-2016,08:00:00,2016-04-11 08:00:00,10.448085061425566,0.0831889081455806,0.5,1,1.166377816291161,0.08961701228511315
523,BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,low,1,0,04-11-2016,08:26:00,2016-04-11 08:26:00,10.45571610025772,0.09705372616984402,0.5,1,1.194107452339688,0.09114322005154404
524,BHMBCCMKT01,577,26.14453614,91.73617216,71,bike,low,1,0,04-11-2016,08:59:00,2016-04-11 08:59:00,10.47002429806801,0.12305025996533796,0.5,1,1.2461005199306758,0.09400485961360194
525,BHMBCCMKT01,577,26.14453614,91.73617216,97,car,low,1,0,04-11-2016,09:33:00,2016-04-11 09:33:00,10.632422343214795,0.1681109185441941,1.0,1,1.8362218370883883,0.1264844686429591
526,BHMBCCMKT01,577,26.14453614,91.73617216,115,truck,low,2,0,04-11-2016,10:00:00,2016-04-11 10:00:00,11.199980856356277,0.19930675909878684,1.5,1,3.898613518197574,0.23999617127125572
527,BHMBCCMKT01,577,26.14453614,91.73617216,135,car,average,3,0,04-11-2016,10:26:00,2016-04-11 10:26:00,11.219058453436666,0.2339688041594454,1.0,2,3.9679376083188904,0.24381169068733288
528,BHMBCCMKT01,577,26.14453614,91.73617216,154,bike,high,6,0,04-11-2016,11:00:00,2016-04-11 11:00:00,12.062765184316735,0.2668977469670711,0.5,3,7.033795493934143,0.412553036863347
529,BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,04-11-2016,11:33:00,2016-04-11 11:33:00,12.361806518551784,0.31022530329289427,1.5,3,8.120450606585788,0.4723613037103569
530,BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,04-11-2016,12:00:00,2016-04-11 12:00:00,12.640816375852427,0.317157712305026,1.0,3,9.134315424610051,0.5281632751704859
531,BHMBCCMKT01,577,26.14453614,91.73617216,182,car,high,6,0,04-11-2016,12:33:00,2016-04-11 12:33:00,12.227070989171558,0.31542461005199307,1.0,3,7.630849220103986,0.44541419783431174
532,BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,04-11-2016,13:00:00,2016-04-11 13:00:00,12.216578310777347,0.29636048526863085,1.0,3,7.592720970537261,0.44331566215546925
533,BHMBCCMKT01,577,26.14453614,91.73617216,173,car,high,6,0,04-11-2016,13:26:00,2016-04-11 13:26:00,12.218486070485387,0.29982668977469673,1.0,3,7.599653379549393,0.44369721409707696
534,BHMBCCMKT01,577,26.14453614,91.73617216,179,car,average,4,0,04-11-2016,13:59:00,2016-04-11 13:59:00,11.673820673840364,0.31022530329289427,1.0,2,5.620450606585789,0.3347641347680731
535,BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,04-11-2016,14:26:00,2016-04-11 14:26:00,11.249582608765284,0.28942807625649913,1.0,2,4.078856152512998,0.2499165217530564
536,BHMBCCMKT01,577,26.14453614,91.73617216,156,car,average,2,0,04-11-2016,15:00:00,2016-04-11 15:00:00,10.826298423544218,0.2703639514731369,1.0,2,2.5407279029462737,0.16525968470884358
537,BHMBCCMKT01,577,26.14453614,91.73617216,145,bike,low,2,0,04-11-2016,15:26:00,2016-04-11 15:26:00,10.95340291409229,0.2512998266897747,0.5,1,3.0025996533795496,0.19068058281845793
538,BHMBCCMKT01,577,26.14453614,91.73617216,136,car,low,2,0,04-11-2016,16:00:00,2016-04-11 16:00:00,11.0824151643484,0.23570190641247835,1.0,1,3.4714038128249567,0.21648303286967996
539,BHMBCCMKT01,577,26.14453614,91.73617216,119,bike,low,1,0,04-11-2016,16:26:00,2016-04-11 16:26:00,10.515810531060936,0.20623916811091855,0.5,1,1.4124783362218372,0.1031621062121872
18,BHMBCCMKT01,577,26.14453614,91.73617216,54,car,low,1,0,05-10-2016,07:57:00,2016-05-10 07:57:00,10.591405509491965,0.09358752166377816,1.0,1,1.6871750433275563,0.11828110189839311
19,BHMBCCMKT01,577,26.14453614,91.73617216,59,car,average,1,0,05-10-2016,08:30:00,2016-05-10 08:30:00,10.320980570877493,0.1022530329289428,1.0,2,0.7045060658578857,0.06419611417549884
20,BHMBCCMKT01,577,26.14453614,91.73617216,71,car,low,2,0,05-10-2016,09:04:00,2016-05-10 09:04:00,11.020412973837146,0.12305025996533796,1.0,1,3.246100519930676,0.20408259476742907
21,BHMBCCMKT01,577,26.14453614,91.73617216,83,car,average,2,0,05-10-2016,09:30:00,2016-05-10 09:30:00,10.75666519420081,0.1438474870017331,1.0,2,2.2876949740034664,0.15133303884016183
22,BHMBCCMKT01,577,26.14453614,91.73617216,114,car,low,3,0,05-10-2016,10:04:00,2016-05-10 10:04:00,11.474221314386828,0.1975736568457539,1.0,1,4.895147313691508,0.2948442628773654
23,BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,high,4,0,05-10-2016,10:30:00,2016-05-10 10:30:00,11.487575632343097,0.2218370883882149,1.5,3,4.94367417677643,0.29751512646861944
